"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","immig_attitude"
47,50,66,58,6,84,50,19,33,4,3,30,48,100,7,"unfavorable/indifferent"
50,63,49,78,10,45,73,11,36,6,39,9,2,93,69,"unfavorable/indifferent"
98,100,99,100,25,100,100,8,75,2,69,42,3,100,71,"lightly favorable"
99,99,94,99,50,99,99,11,51,1,50,81,46,100,60,"lightly favorable"
51,17,100,50,90,75,6,50,50,51,0,100,80,30,0,"unfavorable/indifferent"
85,85,85,80,50,85,90,50,85,10,25,76,70,100,50,"favorable"
97,99,74,95,39,100,100,50,70,0,40,81,51,100,91,"lightly favorable"
76,85,76,77,66,75,80,55,76,27,15,80,52,87,3,"favorable"
47,85,95,84,26,92,96,0,45,0,51,41,14,100,44,"unfavorable/indifferent"
78,50,53,51,50,78,81,51,51,9,53,50,14,99,29,"lightly favorable"
89,94,86,78,31,89,95,9,24,9,76,28,7,97,6,"strongly unfavorable"
50,50,50,50,0,50,25,0,0,0,0,50,0,6,0,"strongly unfavorable"
100,100,100,100,3,100,92,4,50,0,3,2,9,50,90,"unfavorable/indifferent"
90,95,95,95,94,96,54,91,95,66,29,97,61,71,3,"favorable"
50,50,28,51,27,40,40,50,38,43,4,31,47,53,50,"unfavorable/indifferent"
50,50,50,50,25,50,50,25,50,1,50,50,50,75,50,"unfavorable/indifferent"
100,100,100,100,35,100,100,25,99,0,50,65,25,100,51,"favorable"
90,90,90,90,90,90,75,95,90,90,70,90,75,85,0,"favorable"
79,60,76,94,10,78,58,70,27,25,26,76,21,94,68,"unfavorable/indifferent"
46,81,78,50,31,80,80,2,50,0,41,63,49,100,10,"unfavorable/indifferent"
50,61,31,34,12,44,70,21,46,10,6,29,6,24,6,"unfavorable/indifferent"
47,79,71,74,67,64,83,64,61,23,8,98,100,100,51,"lightly favorable"
40,80,28,38,31,45,50,36,36,32,29,45,55,50,56,"unfavorable/indifferent"
68,46,98,88,78,67,23,93,87,99,10,97,100,23,9,"favorable"
100,98,100,100,7,100,100,24,62,10,13,8,31,100,82,"lightly favorable"
16,50,13,89,0,100,100,0,64,0,1,0,1,67,0,"lightly favorable"
100,100,90,89,30,31,94,31,9,100,28,100,79,70,51,"strongly unfavorable"
100,91,100,100,100,100,42,100,100,100,60,100,100,80,0,"favorable"
30,50,40,79,41,79,10,100,28,19,20,99,17,18,2,"unfavorable/indifferent"
51,86,84,93,9,83,96,9,52,0,2,53,0,99,50,"lightly favorable"
84,93,96,18,11,93,99,3,86,1,64,83,3,96,11,"favorable"
73,70,75,50,52,55,52,76,74,75,22,56,78,96,27,"lightly favorable"
100,100,100,100,100,100,10,100,100,100,0,100,100,80,0,"favorable"
79,84,80,86,69,90,94,80,79,52,60,59,80,78,6,"favorable"
70,69,100,75,82,97,99,52,56,51,51,50,75,99,24,"lightly favorable"
79,84,51,81,1,84,89,3,30,0,28,45,4,97,0,"unfavorable/indifferent"
81,96,91,91,20,95,95,5,25,1,50,50,22,95,51,"strongly unfavorable"
75,52,75,75,52,79,41,98,77,80,24,94,33,50,7,"favorable"
100,28,99,81,75,88,31,97,88,71,8,90,100,90,2,"favorable"
70,62,44,52,68,70,58,84,50,63,25,100,52,79,5,"unfavorable/indifferent"
86,10,84,63,79,71,40,80,90,85,3,70,71,26,3,"favorable"
89,78,60,95,30,91,96,31,51,11,69,52,12,89,30,"lightly favorable"
50,50,50,50,31,96,96,6,41,2,51,51,30,100,60,"unfavorable/indifferent"
60,86,53,59,5,50,71,44,5,4,24,31,15,90,48,"strongly unfavorable"
100,99,99,99,100,99,99,99,100,100,51,99,99,99,2,"favorable"
100,100,100,100,100,100,100,100,100,100,0,100,95,25,0,"favorable"
100,100,100,100,100,100,100,100,100,50,0,100,100,100,0,"favorable"
67,52,60,41,50,73,88,33,66,32,23,45,50,80,49,"lightly favorable"
75,75,75,75,75,75,75,75,75,75,50,75,75,75,20,"lightly favorable"
57,85,38,49,40,72,99,22,73,18,12,28,55,89,79,"lightly favorable"
59,90,88,60,48,68,91,54,46,9,31,97,17,94,55,"unfavorable/indifferent"
100,93,99,90,89,88,50,94,86,95,8,99,100,82,4,"favorable"
50,51,80,80,2,100,88,1,50,1,0,31,49,44,50,"unfavorable/indifferent"
50,50,50,50,50,45,46,50,50,50,10,50,50,50,50,"unfavorable/indifferent"
100,100,100,100,75,100,100,50,70,70,5,51,10,100,11,"lightly favorable"
66,66,73,72,50,52,62,50,50,89,35,51,50,21,37,"unfavorable/indifferent"
80,90,90,90,50,80,100,10,50,0,50,50,30,100,78,"unfavorable/indifferent"
85,75,76,76,25,100,100,34,53,1,26,52,2,100,45,"lightly favorable"
50,49,100,80,31,50,97,0,5,0,2,0,1,95,2,"strongly unfavorable"
51,100,89,84,5,92,25,79,2,0,0,91,80,100,32,"strongly unfavorable"
78,85,83,82,4,92,98,15,3,3,60,31,11,99,55,"strongly unfavorable"
51,50,54,54,33,57,65,42,23,10,47,74,37,75,46,"strongly unfavorable"
99,79,74,81,74,76,100,75,67,98,61,66,51,77,63,"lightly favorable"
31,76,41,51,0,81,80,77,2,31,52,50,0,97,0,"strongly unfavorable"
87,93,90,89,58,85,98,18,77,2,26,84,84,100,6,"favorable"
87,81,28,29,2,91,92,47,21,8,31,39,83,98,25,"strongly unfavorable"
92,80,78,81,52,100,100,50,42,100,52,0,75,100,51,"unfavorable/indifferent"
25,48,47,25,44,54,41,25,35,45,45,25,16,45,19,"unfavorable/indifferent"
84,92,74,86,44,99,100,5,48,2,53,9,16,96,15,"unfavorable/indifferent"
48,50,60,71,55,80,63,54,76,13,52,52,10,99,1,"favorable"
43,68,71,84,74,47,62,53,89,26,6,51,39,61,9,"favorable"
50,25,50,75,50,50,80,0,75,25,0,50,100,25,25,"lightly favorable"
41,41,51,90,50,51,50,85,71,50,1,46,91,96,0,"lightly favorable"
71,99,49,49,28,90,50,0,31,0,76,3,28,100,51,"unfavorable/indifferent"
90,79,69,77,50,89,99,50,51,40,59,59,7,91,99,"lightly favorable"
90,80,100,74,78,90,77,52,99,90,30,74,92,50,6,"favorable"
50,50,50,50,20,50,50,10,50,2,11,51,5,69,60,"unfavorable/indifferent"
99,99,100,99,50,100,100,9,50,1,30,71,2,100,5,"unfavorable/indifferent"
69,55,76,72,62,73,84,65,75,73,50,55,70,70,5,"lightly favorable"
50,51,50,50,50,50,100,5,50,10,50,49,31,100,10,"unfavorable/indifferent"
90,50,90,90,75,100,60,90,75,90,0,99,90,85,0,"lightly favorable"
78,95,75,75,80,86,100,40,68,50,64,0,65,100,77,"lightly favorable"
53,99,7,53,6,81,97,75,6,95,6,56,73,97,56,"strongly unfavorable"
66,97,95,93,25,99,99,35,36,10,50,80,50,100,50,"unfavorable/indifferent"
100,100,73,100,100,99,0,100,75,99,5,100,100,41,3,"lightly favorable"
1,100,70,85,0,77,99,1,6,1,50,1,1,77,100,"strongly unfavorable"
90,96,95,90,40,95,96,71,75,5,76,25,20,96,20,"lightly favorable"
100,100,100,100,100,100,52,61,100,70,52,100,100,100,36,"favorable"
50,50,50,50,50,80,100,12,51,8,50,50,29,99,99,"lightly favorable"
72,75,80,70,81,72,54,52,70,35,18,69,62,93,13,"lightly favorable"
98,91,76,48,33,50,86,73,51,98,29,73,87,91,50,"lightly favorable"
94,61,95,89,91,95,79,100,94,90,2,94,100,85,1,"favorable"
100,91,100,100,97,99,53,100,100,75,19,100,94,76,0,"favorable"
100,50,80,61,40,70,100,31,70,80,0,0,50,66,0,"lightly favorable"
76,79,77,78,78,79,78,80,78,77,52,79,77,77,3,"favorable"
66,57,79,80,31,25,52,48,40,72,41,50,78,21,1,"unfavorable/indifferent"
50,50,50,50,75,75,80,90,55,75,1,81,70,82,0,"lightly favorable"
65,65,65,65,6,65,95,0,97,0,9,0,1,51,1,"favorable"
100,66,93,84,60,80,88,18,92,100,14,93,11,22,1,"favorable"
99,78,98,95,99,100,45,80,71,83,23,98,90,73,0,"lightly favorable"
75,81,75,75,0,75,100,0,9,0,14,0,0,100,37,"strongly unfavorable"
67,49,61,51,53,49,20,77,67,70,4,50,80,53,1,"lightly favorable"
51,70,71,69,13,100,98,52,45,3,24,74,80,100,51,"unfavorable/indifferent"
90,60,84,88,81,76,31,67,81,64,21,84,77,90,1,"favorable"
6,76,36,41,15,85,95,4,21,0,6,11,6,75,31,"strongly unfavorable"
34,53,40,53,7,33,88,10,19,6,11,20,10,23,8,"strongly unfavorable"
100,95,95,96,94,94,39,100,72,60,29,94,81,89,0,"lightly favorable"
50,80,80,80,30,50,100,40,45,0,10,31,20,100,50,"unfavorable/indifferent"
81,90,70,90,51,81,75,40,50,5,25,30,5,90,52,"unfavorable/indifferent"
89,66,94,90,80,79,31,95,91,83,2,92,95,64,0,"favorable"
51,100,50,50,50,100,51,50,50,0,50,50,50,100,0,"unfavorable/indifferent"
100,100,100,100,100,100,100,66,100,80,41,100,51,80,0,"favorable"
96,98,91,97,91,98,100,48,75,95,10,50,45,100,5,"lightly favorable"
68,74,77,83,4,98,70,4,69,4,41,78,28,78,76,"lightly favorable"
94,90,97,100,88,99,51,100,91,80,40,100,81,90,0,"favorable"
99,99,99,99,99,99,100,90,91,3,55,99,25,99,19,"favorable"
86,96,88,77,8,96,99,1,68,1,36,42,31,99,93,"lightly favorable"
100,77,100,100,100,100,76,100,100,100,78,100,100,76,69,"favorable"
51,41,50,80,75,90,15,82,72,40,3,90,65,75,3,"lightly favorable"
81,71,88,88,87,50,100,50,75,30,36,50,51,99,52,"lightly favorable"
50,30,18,84,19,32,80,30,31,20,19,51,28,70,30,"unfavorable/indifferent"
50,51,51,50,50,51,0,51,51,0,1,50,51,2,0,"lightly favorable"
50,87,33,60,57,38,56,28,60,56,45,52,39,85,66,"lightly favorable"
90,90,90,90,90,90,80,40,70,0,80,100,30,99,30,"lightly favorable"
94,92,94,90,80,97,83,87,75,74,21,96,75,96,9,"lightly favorable"
50,50,50,50,50,50,50,50,55,40,20,56,46,70,0,"lightly favorable"
75,86,90,70,46,57,75,1,40,7,6,6,50,71,55,"unfavorable/indifferent"
78,75,100,79,88,100,100,0,100,0,50,50,0,100,50,"favorable"
50,50,50,50,50,50,50,50,50,50,0,50,45,0,0,"unfavorable/indifferent"
100,98,100,80,100,100,100,100,97,38,9,98,47,100,2,"favorable"
91,63,92,94,95,92,72,78,90,78,1,95,52,54,1,"favorable"
54,75,77,77,10,79,88,8,74,0,79,3,0,29,11,"lightly favorable"
53,98,51,68,33,72,98,51,44,78,38,11,72,84,46,"unfavorable/indifferent"
50,50,74,50,30,50,95,50,50,31,20,50,50,50,50,"unfavorable/indifferent"
100,100,97,98,52,100,99,56,100,99,51,98,54,98,60,"favorable"
100,47,100,88,90,84,34,71,100,67,5,95,92,53,2,"favorable"
75,76,74,77,51,69,69,75,63,73,31,69,78,69,14,"lightly favorable"
45,66,80,85,50,80,84,80,90,61,11,78,21,70,6,"favorable"
94,76,92,95,89,96,50,97,97,80,4,99,73,94,10,"favorable"
52,53,51,51,57,54,53,56,51,50,56,50,68,54,55,"lightly favorable"
40,55,60,60,20,60,40,25,45,40,10,80,50,55,0,"unfavorable/indifferent"
52,77,50,76,49,78,77,53,78,13,29,54,100,91,10,"favorable"
99,88,97,100,53,99,47,72,25,2,25,100,50,73,4,"strongly unfavorable"
97,72,99,100,100,98,39,87,100,89,10,100,99,89,2,"favorable"
75,76,61,40,42,56,50,75,56,60,2,68,59,50,0,"lightly favorable"
10,100,30,35,0,0,60,0,10,0,5,10,50,90,100,"strongly unfavorable"
98,26,96,92,98,89,26,99,95,90,25,95,41,59,3,"favorable"
98,100,68,99,10,96,97,13,36,5,80,89,49,72,49,"unfavorable/indifferent"
95,41,94,100,90,52,52,96,97,99,2,98,100,36,0,"favorable"
61,61,58,82,55,76,89,40,50,22,52,52,40,92,53,"unfavorable/indifferent"
100,100,100,100,99,100,51,100,99,100,11,100,51,100,0,"favorable"
50,50,20,30,50,50,30,30,20,10,0,50,10,30,20,"strongly unfavorable"
60,75,80,100,2,100,100,1,30,1,6,20,1,100,10,"unfavorable/indifferent"
93,91,78,89,81,94,78,63,76,18,51,85,66,100,32,"favorable"
80,80,80,80,80,80,51,79,79,80,10,100,80,59,10,"favorable"
68,90,63,66,39,100,100,88,71,45,30,88,71,100,52,"lightly favorable"
90,60,90,70,70,95,60,30,90,45,70,95,30,90,5,"favorable"
78,50,79,84,50,79,96,5,77,3,70,31,0,99,50,"favorable"
90,51,91,94,60,76,97,90,94,70,11,56,98,51,0,"favorable"
50,49,5,3,3,50,50,50,2,50,50,4,50,85,50,"strongly unfavorable"
94,95,94,96,83,99,51,80,61,30,36,50,29,94,0,"lightly favorable"
80,76,80,78,50,83,80,56,78,76,5,73,87,55,2,"favorable"
85,75,74,95,75,97,64,80,76,55,6,100,54,62,0,"favorable"
79,81,81,79,61,80,95,26,81,11,30,80,4,98,30,"favorable"
100,100,100,100,100,100,100,0,72,6,54,50,30,100,1,"lightly favorable"
97,93,96,91,96,97,47,91,93,87,18,93,78,94,7,"favorable"
50,50,50,51,51,50,84,50,50,25,51,50,26,86,50,"unfavorable/indifferent"
81,78,81,85,65,95,59,36,67,51,10,95,92,60,1,"lightly favorable"
90,90,91,90,91,90,90,90,90,90,10,91,91,75,1,"favorable"
51,50,52,50,51,47,81,15,50,6,23,26,5,80,25,"unfavorable/indifferent"
92,95,92,96,94,94,2,95,92,97,0,91,99,46,0,"favorable"
75,75,60,75,60,90,90,5,60,10,35,30,20,90,20,"lightly favorable"
90,90,89,85,60,90,91,3,90,2,59,90,3,100,11,"favorable"
45,80,50,60,41,70,81,17,41,2,30,51,43,91,71,"unfavorable/indifferent"
67,55,86,90,90,90,89,74,90,89,50,90,90,90,11,"favorable"
100,99,100,99,51,99,100,49,48,4,5,99,4,99,50,"unfavorable/indifferent"
90,81,92,100,71,93,10,80,80,100,35,90,100,36,0,"favorable"
15,50,46,50,0,59,0,8,0,0,18,100,39,95,0,"strongly unfavorable"
100,20,100,100,100,100,50,100,100,100,0,100,100,50,0,"favorable"
100,100,50,50,49,80,50,40,50,50,1,50,77,100,50,"unfavorable/indifferent"
51,50,50,50,50,50,11,51,50,52,16,60,99,52,2,"unfavorable/indifferent"
81,81,99,79,90,90,40,91,91,91,51,89,98,69,12,"favorable"
92,96,92,92,80,68,91,92,87,52,3,93,83,65,3,"favorable"
61,78,92,96,29,91,100,12,50,3,60,70,39,91,51,"unfavorable/indifferent"
81,96,93,95,80,89,96,84,80,52,27,82,84,95,7,"favorable"
89,89,70,81,60,77,91,74,51,62,14,82,60,91,3,"lightly favorable"
89,93,91,94,25,98,96,52,72,3,71,94,40,97,43,"lightly favorable"
90,50,50,88,0,0,0,0,0,0,0,99,50,0,0,"strongly unfavorable"
80,100,78,77,50,100,100,41,72,30,31,3,31,91,30,"lightly favorable"
78,59,67,74,31,94,63,92,70,81,11,77,83,76,0,"lightly favorable"
95,96,96,95,88,90,91,75,95,46,46,80,45,100,51,"favorable"
90,75,80,100,90,100,20,100,95,75,0,100,100,80,0,"favorable"
51,50,51,50,50,50,51,50,99,80,11,51,100,51,0,"favorable"
61,91,71,91,10,90,80,25,50,1,51,51,51,98,50,"unfavorable/indifferent"
50,50,50,51,50,50,50,26,51,2,50,50,27,100,50,"lightly favorable"
95,83,32,98,46,99,100,13,31,35,26,7,14,100,51,"unfavorable/indifferent"
51,41,54,65,53,85,42,87,38,85,3,81,52,31,63,"unfavorable/indifferent"
41,50,40,38,10,57,60,22,16,5,16,50,11,95,22,"strongly unfavorable"
60,61,60,60,50,80,59,59,61,50,51,57,61,60,22,"lightly favorable"
52,49,51,51,50,51,50,25,51,9,50,51,45,86,19,"lightly favorable"
45,95,50,85,15,80,95,70,20,0,40,25,45,95,80,"strongly unfavorable"
6,21,4,4,2,37,2,20,6,4,6,72,9,45,5,"strongly unfavorable"
99,99,96,97,31,99,100,51,76,61,61,100,70,98,19,"favorable"
71,44,77,81,65,75,57,40,65,45,41,47,38,79,30,"lightly favorable"
79,79,80,89,51,90,72,50,75,40,5,51,84,98,6,"lightly favorable"
98,97,94,97,93,100,100,19,83,7,70,90,9,99,74,"favorable"
91,86,40,78,7,89,99,19,42,25,9,7,3,93,8,"unfavorable/indifferent"
100,100,100,100,6,100,100,30,75,0,100,95,6,95,6,"lightly favorable"
69,69,69,69,38,69,69,1,69,1,50,50,20,88,50,"lightly favorable"
50,90,25,50,0,90,90,0,0,0,21,50,0,100,50,"strongly unfavorable"
80,95,91,97,1,97,100,6,41,0,41,15,15,80,50,"unfavorable/indifferent"
90,90,90,90,90,90,50,70,80,80,10,90,70,90,0,"favorable"
81,81,81,80,51,80,80,2,81,3,60,50,2,95,6,"favorable"
41,60,40,50,40,61,31,60,56,41,40,50,90,97,20,"lightly favorable"
94,50,88,77,89,97,52,95,90,100,12,97,76,94,6,"favorable"
77,96,56,50,54,56,90,58,50,54,50,59,60,88,50,"unfavorable/indifferent"
80,80,81,80,22,81,89,20,60,3,31,9,50,91,50,"lightly favorable"
99,100,96,99,2,100,100,0,0,1,47,0,11,100,1,"strongly unfavorable"
100,100,100,100,100,100,100,100,100,100,29,100,100,65,0,"favorable"
94,67,81,61,93,90,96,23,13,13,61,41,20,99,63,"strongly unfavorable"
100,72,75,78,83,75,80,84,69,99,24,61,96,60,1,"lightly favorable"
91,55,91,95,84,94,47,100,96,69,6,90,100,40,2,"favorable"
91,91,79,79,11,89,91,30,81,0,89,80,5,94,90,"favorable"
78,69,47,53,47,76,41,35,72,59,5,90,52,43,45,"lightly favorable"
80,81,80,80,30,81,89,61,50,39,30,71,30,80,10,"unfavorable/indifferent"
51,51,51,56,71,50,80,11,55,11,51,51,16,100,51,"lightly favorable"
50,50,50,50,0,50,100,0,50,0,0,1,0,50,50,"unfavorable/indifferent"
99,91,99,99,96,99,81,96,99,97,3,100,88,79,0,"favorable"
88,97,77,93,81,98,97,53,73,12,50,92,77,91,52,"lightly favorable"
96,70,95,94,90,97,69,90,95,86,20,94,97,86,4,"favorable"
39,22,37,53,42,30,81,63,63,73,59,47,39,53,62,"lightly favorable"
21,81,33,40,11,82,91,9,37,13,32,50,62,53,41,"unfavorable/indifferent"
91,89,89,89,86,91,99,83,90,86,88,87,97,97,91,"favorable"
77,86,84,98,88,82,42,6,95,10,54,54,12,100,35,"favorable"
51,50,50,51,0,51,50,1,50,1,50,50,1,100,1,"unfavorable/indifferent"
100,100,100,100,3,100,100,31,100,41,47,51,53,100,69,"favorable"
80,90,90,91,50,100,100,52,69,10,30,90,50,100,51,"lightly favorable"
50,75,70,80,25,75,75,50,80,0,0,99,20,50,0,"favorable"
50,75,80,80,50,75,91,30,52,0,30,50,11,90,50,"lightly favorable"
87,89,91,90,6,94,91,22,71,80,79,89,6,90,50,"lightly favorable"
59,60,60,71,45,56,42,64,66,55,11,67,84,54,8,"lightly favorable"
51,68,53,50,48,58,53,48,40,9,0,53,98,81,0,"unfavorable/indifferent"
80,99,48,80,51,79,98,1,3,100,2,2,2,99,51,"strongly unfavorable"
51,51,3,50,2,99,50,50,21,0,49,2,6,100,50,"strongly unfavorable"
85,87,75,84,50,98,100,76,86,26,50,50,51,98,86,"favorable"
79,100,19,19,30,50,98,64,3,50,40,50,50,98,50,"strongly unfavorable"
65,84,7,29,29,87,100,57,25,10,23,29,33,98,10,"strongly unfavorable"
84,80,83,83,80,93,73,84,72,82,0,83,85,72,0,"lightly favorable"
90,90,90,90,70,90,90,1,90,1,50,75,1,94,50,"favorable"
56,60,73,50,11,81,60,22,51,3,40,41,51,90,50,"lightly favorable"
91,69,1,5,2,53,88,75,1,55,31,77,4,79,5,"strongly unfavorable"
41,44,45,40,39,99,69,81,41,9,6,71,51,40,30,"unfavorable/indifferent"
90,90,90,90,90,90,90,50,90,40,30,90,100,76,1,"favorable"
80,75,80,50,51,51,81,81,50,73,27,80,66,50,20,"unfavorable/indifferent"
77,72,64,79,9,64,86,3,3,3,51,70,3,98,60,"strongly unfavorable"
92,90,90,93,20,100,100,22,25,5,40,50,20,100,50,"strongly unfavorable"
88,86,86,90,91,90,73,17,90,2,45,78,2,96,39,"favorable"
100,100,100,100,100,100,100,53,100,1,9,94,7,100,18,"favorable"
23,40,21,95,71,69,63,47,95,5,2,38,59,80,50,"favorable"
70,81,85,70,44,80,75,43,66,13,50,41,81,91,1,"lightly favorable"
99,86,88,82,86,90,100,87,87,98,49,93,81,85,44,"favorable"
100,100,100,100,95,100,100,100,100,100,66,100,100,100,72,"favorable"
100,100,100,100,40,100,100,0,50,0,25,50,20,100,50,"unfavorable/indifferent"
100,100,100,100,90,100,100,50,80,41,66,100,36,70,26,"favorable"
91,90,75,69,88,72,88,91,91,82,10,89,90,87,3,"favorable"
65,84,56,70,52,66,90,77,5,4,5,72,86,56,10,"strongly unfavorable"
31,68,53,42,21,66,79,6,20,2,13,30,31,53,9,"strongly unfavorable"
81,50,76,99,74,99,37,93,86,80,32,98,99,83,0,"favorable"
99,73,100,100,100,99,77,100,100,99,50,100,94,64,0,"favorable"
88,44,82,80,50,50,28,88,80,98,5,100,100,51,1,"favorable"
70,72,76,75,12,75,100,0,62,0,10,2,9,100,71,"lightly favorable"
75,85,78,76,80,80,90,59,71,26,54,76,100,100,9,"lightly favorable"
56,66,50,40,2,50,51,50,1,21,20,50,5,60,0,"strongly unfavorable"
25,100,60,95,1,100,100,3,60,1,81,1,1,100,25,"lightly favorable"
86,100,100,81,82,87,49,100,100,90,3,100,74,87,17,"favorable"
15,55,19,9,18,23,32,28,10,21,20,49,20,66,42,"strongly unfavorable"
60,85,64,81,37,77,71,3,65,1,50,75,2,85,50,"lightly favorable"
74,81,59,84,40,84,91,22,50,1,45,40,7,96,50,"unfavorable/indifferent"
99,50,79,92,70,71,40,86,83,97,9,98,69,56,0,"favorable"
100,100,100,100,50,100,80,1,50,50,26,50,10,90,10,"unfavorable/indifferent"
75,56,80,84,100,90,100,90,30,100,10,1,95,41,4,"unfavorable/indifferent"
52,69,53,56,0,61,71,0,0,1,35,6,20,70,21,"strongly unfavorable"
3,46,10,76,6,98,35,0,3,0,26,12,0,88,69,"strongly unfavorable"
82,74,27,98,32,38,34,60,98,75,26,9,58,70,72,"favorable"
85,85,85,85,85,95,81,90,90,85,0,85,95,40,0,"favorable"
100,100,100,100,100,100,24,100,100,100,2,100,100,81,0,"favorable"
72,87,88,77,50,52,51,52,76,0,25,43,24,100,1,"favorable"
65,51,51,65,70,73,50,80,49,50,25,100,92,91,5,"unfavorable/indifferent"
34,60,44,69,10,71,51,20,40,10,21,49,70,79,51,"unfavorable/indifferent"
59,35,52,80,76,50,50,98,52,74,16,70,63,96,3,"lightly favorable"
50,50,50,50,50,50,50,100,50,90,6,50,90,50,0,"unfavorable/indifferent"
93,93,91,91,77,93,78,77,94,10,13,76,88,97,3,"favorable"
90,90,90,90,90,90,90,50,90,0,0,90,75,50,0,"favorable"
84,63,92,89,90,84,84,89,84,88,11,87,39,90,49,"favorable"
99,81,96,91,61,97,57,89,89,90,2,97,78,56,0,"favorable"
51,50,39,12,2,74,22,32,4,0,47,83,0,80,61,"strongly unfavorable"
99,95,95,66,60,95,99,10,66,0,47,60,35,99,75,"lightly favorable"
52,51,50,51,50,50,55,26,50,7,36,51,16,91,6,"unfavorable/indifferent"
100,100,100,100,70,70,70,100,100,100,31,100,100,50,0,"favorable"
80,72,70,78,78,79,90,69,66,85,26,52,60,53,52,"lightly favorable"
60,91,56,59,46,83,74,60,59,50,51,79,76,99,35,"lightly favorable"
81,51,75,71,71,71,90,90,79,66,26,51,71,65,6,"favorable"
78,88,94,81,78,86,96,79,83,65,68,69,91,90,61,"favorable"
97,96,97,100,59,98,100,99,99,99,22,100,99,98,51,"favorable"
49,54,50,53,5,49,99,28,75,21,15,53,49,80,47,"lightly favorable"
76,91,70,80,41,81,100,60,65,51,40,81,37,95,50,"lightly favorable"
10,41,100,59,3,89,99,2,2,2,53,3,2,100,2,"strongly unfavorable"
100,100,100,100,100,100,100,100,100,100,30,100,100,100,10,"favorable"
100,99,100,98,94,100,100,50,100,31,52,81,52,99,2,"favorable"
49,49,51,52,52,49,52,53,50,3,23,50,22,96,4,"unfavorable/indifferent"
70,40,50,75,50,75,40,75,80,75,1,80,50,50,0,"favorable"
41,61,56,53,39,52,62,57,71,11,21,81,94,84,3,"lightly favorable"
99,80,83,77,71,81,95,61,80,95,14,91,28,79,7,"favorable"
48,92,60,59,10,79,99,41,44,0,30,29,19,90,18,"unfavorable/indifferent"
91,100,80,90,50,89,97,31,77,11,11,99,22,97,82,"favorable"
60,61,61,60,41,60,90,11,50,0,50,31,20,86,50,"unfavorable/indifferent"
100,100,100,100,100,100,100,81,100,5,75,100,50,100,10,"favorable"
59,51,62,53,67,79,52,54,77,87,9,64,73,21,1,"favorable"
66,100,61,76,62,68,100,56,54,61,56,59,100,68,46,"lightly favorable"
91,91,81,51,61,78,100,90,80,80,50,80,50,100,21,"favorable"
41,52,51,52,36,57,90,35,78,24,6,52,97,28,10,"favorable"
100,80,99,99,99,98,99,97,96,76,54,94,95,98,52,"favorable"
23,72,55,31,17,46,96,18,28,6,28,11,17,87,91,"unfavorable/indifferent"
50,79,50,50,50,50,81,51,50,51,3,31,69,53,50,"unfavorable/indifferent"
100,99,99,100,84,100,100,94,98,69,10,88,75,80,2,"favorable"
99,67,100,100,91,82,59,99,98,100,82,100,100,99,2,"favorable"
61,50,70,56,56,60,33,57,61,56,25,77,41,71,12,"lightly favorable"
88,72,84,54,80,69,75,89,66,24,24,100,31,84,6,"lightly favorable"
100,100,100,100,100,100,100,1,30,1,51,100,1,100,50,"unfavorable/indifferent"
95,96,85,91,74,51,90,96,71,90,11,95,80,90,6,"lightly favorable"
91,78,97,90,92,96,97,55,98,85,18,100,56,93,6,"favorable"
12,99,99,100,70,100,100,51,27,0,50,100,50,70,4,"unfavorable/indifferent"
51,51,52,52,51,51,50,29,51,32,31,50,41,61,38,"lightly favorable"
84,85,84,58,38,26,96,25,91,20,49,16,97,94,29,"favorable"
51,50,51,51,51,50,51,51,50,1,50,51,25,90,50,"unfavorable/indifferent"
77,80,77,77,24,49,97,4,63,1,3,1,47,78,78,"lightly favorable"
75,75,85,92,34,76,92,78,38,7,61,76,49,93,30,"unfavorable/indifferent"
89,51,99,50,98,100,28,50,31,97,21,100,100,100,12,"unfavorable/indifferent"
26,50,78,89,0,90,100,0,6,0,11,0,49,100,10,"strongly unfavorable"
70,68,74,78,50,82,75,14,57,3,17,6,18,82,18,"lightly favorable"
50,51,50,50,0,99,50,2,1,0,99,50,1,99,50,"strongly unfavorable"
1,100,49,47,78,86,69,57,51,1,5,100,76,100,3,"lightly favorable"
81,31,95,75,61,60,6,41,80,76,16,80,55,20,4,"favorable"
99,100,98,100,80,99,100,8,75,7,61,0,19,100,75,"lightly favorable"
